,no,distance,accerelation_L,accerelation_R,velocity
1,5311849,110143.59078099999,5.6931,2.50294,
2,5311850,110143.58080499999,4.5048,1.24919,38.4068
3,5311851,110143.57082899999,-1.72638,2.0906700000000003,
4,5311852,110143.560853,-3.70685,1.1695,
5,5311853,110143.550877,-2.23765,1.7904099999999998,
6,5311854,110143.540901,-0.162357,0.7645770000000001,
7,5311855,110143.530925,2.70411,-2.16355,
8,5311856,110143.52095,-1.58538,-4.99573,
9,5311857,110143.510974,-7.54815,-7.1643,
10,5311858,110143.500998,-3.31344,-6.22521,
11,5311859,110143.491022,0.190193,-1.50949,
12,5311860,110143.481046,2.5165599999999997,1.9319400000000002,
13,5311861,110143.47107,3.91804,1.42202,
14,5311862,110143.461095,5.47689,1.2498799999999999,
15,5311863,110143.451119,5.01598,1.30041,
16,5311864,110143.441143,4.63434,1.3459299999999998,
17,5311865,110143.431167,2.25496,1.19187,
18,5311866,110143.42119100002,-2.63455,3.84964,
19,5311867,110143.41121500001,-7.5960399999999995,1.60927,
20,5311868,110143.40123900001,-7.7952699999999995,-0.453053,
21,5311869,110143.391264,-6.122809999999999,1.3367,
22,5311870,110143.38128800002,-1.24616,0.381292,
23,5311871,110143.37131199999,5.0801099999999995,-2.73945,
24,5311872,110143.36133599999,2.98408,-5.79551,
25,5311873,110143.35135999999,-0.997193,-8.45218,
26,5311874,110143.34138399998,6.36415,-7.2819,
27,5311875,110143.331408,12.3722,0.177723,38.4342
28,5311876,110143.32143299999,4.00641,1.12992,
29,5311877,110143.31145699999,-0.675797,2.40731,
30,5311878,110143.30148099999,-2.39152,-1.18957,
31,5311879,110143.291505,-5.9655,-5.12091,
32,5311880,110143.281529,-4.99739,-0.9221290000000001,
33,5311881,110143.271553,-5.66383,3.1394599999999997,
34,5311882,110143.26157799999,-5.73517,4.96941,
35,5311883,110143.251602,-1.18141,1.58545,
36,5311884,110143.241626,1.68848,-2.08285,
37,5311885,110143.23165,5.41956,-0.659031,
