,no,distance,accerelation_L,accerelation_R,velocity
1,7549340,87820.89433160001,-5.05106,0.88469,
2,7549341,87820.8843592,-2.12676,0.499779,
3,7549342,87820.8743867,-0.926351,6.6793,
4,7549343,87820.8644142,2.90077,8.03605,
5,7549344,87820.8544417,4.01778,8.98151,
6,7549345,87820.8444693,-0.0343027,8.66395,
7,7549346,87820.8344968,0.030604000000000003,6.3721,
8,7549347,87820.8245243,1.04303,8.18183,
9,7549348,87820.8145518,-2.73047,4.42529,
10,7549349,87820.80457939999,-1.7901900000000002,1.9962400000000002,
11,7549350,87820.79460689999,-4.86635,-6.77685,87.6623
12,7549351,87820.7846344,-4.63858,0.840618,
13,7549352,87820.7746619,-8.00605,-2.5451599999999996,
14,7549353,87820.76468949999,-2.6851700000000003,2.0899900000000002,
15,7549354,87820.75471699999,-3.76606,0.830851,
16,7549355,87820.7447445,3.2833699999999997,8.04597,
17,7549356,87820.734772,3.60829,1.27651,
18,7549357,87820.72479960001,6.46252,2.11844,
19,7549358,87820.7148271,8.14714,-1.61903,
20,7549359,87820.7048546,8.82488,-2.46205,
21,7549360,87820.69488210001,9.670110000000001,-5.1186300000000005,
22,7549361,87820.68490960001,12.5584,-5.0205400000000004,
23,7549362,87820.6749372,11.8645,-3.6892,
24,7549363,87820.6649647,10.3411,-1.4027399999999999,
25,7549364,87820.6549922,11.3716,-3.46547,
26,7549365,87820.64501970001,3.28061,-5.3698,
27,7549366,87820.6350473,2.5254,-3.3283099999999997,
28,7549367,87820.6250748,1.3343399999999999,-2.38945,
29,7549368,87820.6151023,0.771154,6.47251,
30,7549369,87820.6051298,-0.11570899999999999,7.11525,
31,7549370,87820.59515739999,0.392148,11.5325,
32,7549371,87820.5851849,-4.09767,7.8048399999999996,
33,7549372,87820.5752124,-5.99339,7.1191,
34,7549373,87820.5652399,-8.12407,1.01471,
35,7549374,87820.55526749999,-8.05224,-1.02773,
36,7549375,87820.545295,-7.849989999999999,-5.3266599999999995,87.2375
37,7549376,87820.5353225,-7.270980000000001,-7.4101,
38,7549377,87820.52535,-8.03265,-6.4069199999999995,
39,7549378,87820.51537760001,-3.4584,-5.29356,
40,7549379,87820.50540510002,-4.90554,-1.71045,
41,7549380,87820.49543260002,-4.97656,3.3273599999999997,
42,7549381,87820.48546010001,-4.15402,3.84415,
43,7549382,87820.4754877,-4.49516,6.730230000000001,
44,7549383,87820.46551519999,-3.64565,3.7325699999999995,
45,7549384,87820.45554269999,-3.9161699999999997,3.66126,
46,7549385,87820.4455702,-4.43612,0.662136,
47,7549386,87820.43559780001,-0.268926,-2.1867,
48,7549387,87820.4256253,2.7408900000000003,-3.87888,
49,7549388,87820.4156528,4.01085,-4.23115,
50,7549389,87820.4056803,4.167680000000001,-3.3745199999999995,
51,7549390,87820.39570780001,3.56846,1.9565299999999999,
52,7549391,87820.38573539999,2.4845099999999998,5.77306,
53,7549392,87820.37576289999,3.96539,8.24949,
54,7549393,87820.3657904,0.159495,7.501869999999999,
55,7549394,87820.3558179,2.1939,4.602869999999999,
56,7549395,87820.3458455,0.971721,1.6536,
57,7549396,87820.335873,2.3104299999999998,0.953567,
58,7549397,87820.3259005,3.4799300000000004,-3.2377599999999997,
59,7549398,87820.315928,2.36044,-3.6099300000000003,
60,7549399,87820.30595560001,-1.7534599999999998,-3.4600199999999997,
61,7549400,87820.2959831,-1.01254,-1.6666,87.6623
62,7549401,87820.2860106,-5.74832,-2.46347,
63,7549402,87820.2760381,-5.77114,-4.23309,
64,7549403,87820.2660657,-1.40457,-3.7158900000000004,
65,7549404,87820.25609319999,-3.25639,-5.12228,
66,7549405,87820.2461207,-5.134580000000001,-4.82669,
67,7549406,87820.2361482,-4.85984,-7.141369999999999,
68,7549407,87820.2261758,-6.56475,-4.79672,
69,7549408,87820.2162033,-4.78294,-6.513330000000001,
70,7549409,87820.2062308,-3.32491,-1.47514,
71,7549410,87820.19625830001,-2.7364,-3.38522,
72,7549411,87820.1862859,0.5491060000000001,-0.4486,
73,7549412,87820.17631339999,1.58131,-4.33343,
74,7549413,87820.16634089999,1.32427,-6.247269999999999,
75,7549414,87820.15636839998,-0.46198999999999996,-7.18779,
76,7549415,87820.1463959,-0.0464164,-2.3541,
77,7549416,87820.13642350001,-7.189189999999999,0.26809499999999997,
78,7549417,87820.126451,-6.69678,6.658860000000001,
79,7549418,87820.1164785,-7.82954,7.9070100000000005,
80,7549419,87820.106506,-7.806439999999999,12.2456,
81,7549420,87820.09653360001,-2.4115599999999997,9.10542,
82,7549421,87820.0865611,-1.5268,7.79517,
83,7549422,87820.0765886,-3.7238800000000003,6.18855,
84,7549423,87820.0666161,-1.67396,3.01485,
85,7549424,87820.0566437,-3.5166800000000005,2.13041,
86,7549425,87820.0466712,-3.83745,-1.35766,87.6623
87,7549426,87820.0366987,-3.9103199999999996,-1.05942,
88,7549427,87820.0267262,-2.7411,-4.8757,
89,7549428,87820.0167538,-3.46224,-7.689839999999999,
90,7549429,87820.0067813,-2.16527,-13.6653,
91,7549430,87819.9968088,-1.71763,-15.2442,
92,7549431,87819.9868363,-3.7666699999999995,-12.3613,
93,7549432,87819.9768639,-1.86083,-6.09965,
94,7549433,87819.96689139999,-3.42665,-0.395773,
95,7549434,87819.95691889999,-2.48245,4.46882,
96,7549435,87819.9469464,-5.1502300000000005,2.6450299999999998,
97,7549436,87819.936974,-6.48431,5.87582,
98,7549437,87819.9270015,-3.85206,2.4704,
99,7549438,87819.91702899999,-3.40231,-0.08946,
100,7549439,87819.9070565,-1.44739,-1.30406,
101,7549440,87819.897084,-1.10675,0.730368,
102,7549441,87819.88711160001,4.2508300000000006,0.722481,
103,7549442,87819.8771391,5.26052,-0.6550520000000001,
104,7549443,87819.8671666,8.73565,-1.2637399999999999,
105,7549444,87819.85719410001,10.8455,-1.28959,
106,7549445,87819.8472217,13.0248,-4.57255,
107,7549446,87819.8372492,20.6517,-9.88797,
108,7549447,87819.8272767,23.5615,-10.355,
109,7549448,87819.8173042,27.9506,-10.9876,
110,7549449,87819.80733180001,28.2093,-14.3812,
111,7549450,87819.7973593,25.0022,-12.4429,87.6623
112,7549451,87819.7873868,22.9509,-18.457,
113,7549452,87819.7774143,15.7044,-14.0635,
114,7549453,87819.7674419,12.465,-10.5153,
115,7549454,87819.75746939999,5.71943,-4.16036,
116,7549455,87819.7474969,-0.2837,-2.24749,
117,7549456,87819.7375244,-6.63302,2.21673,
118,7549457,87819.727552,-10.5738,4.87502,
119,7549458,87819.7175795,-19.2446,6.04882,
120,7549459,87819.707607,-23.1988,5.8252,
121,7549460,87819.6976345,-25.2355,5.11849,
122,7549461,87819.68766210001,-29.8577,8.49772,
123,7549462,87819.67768960001,-27.5329,11.8883,
124,7549463,87819.6677171,-27.1392,10.9638,
125,7549464,87819.65774460002,-26.6809,6.9531600000000005,
126,7549465,87819.64777210001,-21.3777,-1.41373,
127,7549466,87819.6377997,-19.5773,0.805425,
128,7549467,87819.62782719999,-13.4727,-1.7005299999999999,
129,7549468,87819.61785469999,-11.7098,2.10677,
130,7549469,87819.6078822,-7.93423,2.05294,
131,7549470,87819.59790980001,-8.344289999999999,5.612430000000001,
132,7549471,87819.5879373,-7.11115,7.980910000000001,
133,7549472,87819.5779648,-8.430819999999999,8.0525,
134,7549473,87819.5679923,-7.45114,6.74235,
135,7549474,87819.55801989998,-8.44086,3.35722,
136,7549475,87819.54804739999,-2.78073,-0.32814699999999997,87.6623
137,7549476,87819.53807489999,-1.0366600000000001,-3.21086,
138,7549477,87819.5281024,3.11006,-8.48283,
139,7549478,87819.51813,7.79095,-8.31758,
140,7549479,87819.50815750001,11.2128,-11.7203,
141,7549480,87819.498185,14.6643,-9.30749,
142,7549481,87819.4882125,18.0889,-11.2775,
143,7549482,87819.4782401,20.9195,-6.579330000000001,
144,7549483,87819.46826760001,20.5298,-3.9384,
145,7549484,87819.4582951,19.7664,1.9341400000000002,
146,7549485,87819.4483226,15.184000000000001,4.322769999999999,
147,7549486,87819.4383502,13.2103,5.41446,
148,7549487,87819.4283777,7.86411,5.76775,
149,7549488,87819.41840519999,4.15533,4.20531,
150,7549489,87819.4084327,1.2673,1.17518,
151,7549490,87819.3984602,1.83838,-3.4508900000000002,
152,7549491,87819.3884878,2.46528,-5.69032,
153,7549492,87819.3785153,2.69067,-11.8098,
154,7549493,87819.3685428,0.656172,-13.5847,
155,7549494,87819.35857030001,-1.17359,-19.0642,
156,7549495,87819.3485979,-2.04767,-14.5403,
157,7549496,87819.33862539999,-1.06989,-17.553,
158,7549497,87819.32865289999,-4.04835,-10.3172,
159,7549498,87819.31868039999,-7.435919999999999,-3.41013,
160,7549499,87819.30870800001,-12.6039,5.1695,
161,7549500,87819.29873550001,-21.5428,11.1776,87.6623
162,7549501,87819.288763,-22.7849,18.5457,
163,7549502,87819.2787905,-26.6606,23.9024,
164,7549503,87819.26881810001,-31.2178,24.2285,
165,7549504,87819.25884560001,-32.7332,23.3298,
166,7549505,87819.2488731,-34.0231,16.1562,
167,7549506,87819.2389006,-34.8464,15.7323,
168,7549507,87819.2289282,-33.1808,10.9336,
169,7549508,87819.2189557,-29.4547,11.2967,
170,7549509,87819.2089832,-25.8983,8.57259,
171,7549510,87819.1990107,-17.5941,13.179,
172,7549511,87819.1890383,-7.14617,9.308,
173,7549512,87819.1790658,0.41153900000000004,11.977,
174,7549513,87819.1690933,9.45859,6.6588899999999995,
175,7549514,87819.1591208,17.7273,1.9136099999999998,
176,7549515,87819.1491484,30.3772,-7.63028,
177,7549516,87819.1391759,41.6844,-17.7713,
178,7549517,87819.12920339999,51.763000000000005,-22.4795,
179,7549518,87819.11923089999,62.9571,-25.9963,
180,7549519,87819.1092584,71.1749,-29.930999999999997,
181,7549520,87819.099286,69.2363,-34.4478,
182,7549521,87819.0893135,64.2567,-26.6197,
183,7549522,87819.07934099999,52.7345,-20.649,
184,7549523,87819.0693685,31.6379,-9.42353,
185,7549524,87819.05939610001,9.94357,-1.7952,
186,7549525,87819.04942360001,-8.64021,14.2815,87.6623
187,7549526,87819.0394511,-22.445,20.6158,
188,7549527,87819.0294786,-26.5154,24.7964,
189,7549528,87819.0195062,-21.5103,21.3984,
190,7549529,87819.0095337,-19.0205,19.0115,
191,7549530,87818.9995612,-16.3146,11.3802,
192,7549531,87818.9895887,-20.6405,5.1891099999999994,
193,7549532,87818.9796163,-21.7736,-5.07305,
194,7549533,87818.96964380001,-28.8723,-9.331,
195,7549534,87818.9596713,-31.9837,-13.1386,
196,7549535,87818.9496988,-35.0943,-14.219000000000001,
197,7549536,87818.9397264,-32.9467,-17.6676,
198,7549537,87818.9297539,-32.0472,-16.9258,
199,7549538,87818.91978139999,-25.070999999999998,-18.337,
200,7549539,87818.9098089,-23.8609,-13.3227,
201,7549540,87818.8998365,-14.9829,-5.40097,
202,7549541,87818.889864,-6.42084,4.47872,
203,7549542,87818.8798915,0.699546,14.0967,
204,7549543,87818.869919,10.5959,20.3944,
205,7549544,87818.8599465,15.9957,22.2455,
206,7549545,87818.84997410001,37.6896,18.8644,
207,7549546,87818.84000160001,59.7652,6.53217,
208,7549547,87818.8300291,81.1805,-8.46154,
209,7549548,87818.82005660002,76.8945,-23.7136,
210,7549549,87818.8100842,61.3831,-18.9139,
211,7549550,87818.8001117,28.2107,1.2397200000000002,87.6623
212,7549551,87818.79013919999,10.8417,24.8263,
213,7549552,87818.78016669999,-3.7169300000000005,21.6142,
214,7549553,87818.77019430001,-0.8286040000000001,21.6304,
215,7549554,87818.76022180001,4.08481,18.1451,
216,7549555,87818.7502493,-1.8671400000000002,23.5464,
217,7549556,87818.7402768,-26.0439,40.2847,
218,7549557,87818.73030439999,-45.6067,44.135,
219,7549558,87818.72033189998,-70.7111,42.5795,
220,7549559,87818.7103594,-63.8596,43.618,
221,7549560,87818.70038689999,-51.7588,35.7739,
222,7549561,87818.6904145,-11.1276,6.598210000000001,
223,7549562,87818.680442,8.3522,-60.3768,
224,7549563,87818.67046950001,33.1896,-106.663,
