,no,distance,accerelation_L,accerelation_R,velocity
1,13331678,30086.1961713,-0.23752600000000001,0.833836,
2,13331679,30086.186138,-0.765246,2.9790200000000002,
3,13331680,30086.1761047,-0.337034,2.68209,
4,13331681,30086.1660714,-0.763571,0.6239180000000001,
5,13331682,30086.156038,-1.7857599999999998,-2.33262,
6,13331683,30086.1460047,-1.38155,-0.677142,
7,13331684,30086.1359714,0.8876569999999999,1.20652,
8,13331685,30086.125938099998,1.6923400000000002,-1.7372,
9,13331686,30086.115904799997,-1.01337,-0.563199,
10,13331687,30086.105871499996,-1.59081,0.927456,
11,13331688,30086.095838200003,0.607172,-2.1496299999999997,
12,13331689,30086.0858049,1.92892,0.746685,
13,13331690,30086.075771599997,0.931321,3.60825,
14,13331691,30086.065738300003,-1.0455299999999998,-0.31027,
15,13331692,30086.0557049,-0.385288,-3.77966,
16,13331693,30086.045671599997,-0.439547,-2.78432,
17,13331694,30086.0356383,-0.406387,0.41420799999999997,
18,13331695,30086.025605000003,-0.444321,1.9863099999999998,
19,13331696,30086.0155717,2.7329,0.617477,
20,13331697,30086.0055384,-1.88152,2.1358200000000003,
21,13331698,30085.9955051,-2.59422,-0.678541,
22,13331699,30085.9854718,-1.07738,-2.4982900000000003,
23,13331700,30085.975438499998,0.989526,0.41858,20.595
24,13331701,30085.9654051,1.3729200000000001,2.1196200000000003,
25,13331702,30085.9553718,0.37351999999999996,-0.797613,
26,13331703,30085.945338499998,-1.60838,-1.7391400000000001,
27,13331704,30085.935305199997,-2.22105,-0.735139,
28,13331705,30085.925271900003,-0.221426,-1.55531,
29,13331706,30085.9152386,0.299107,0.966636,
30,13331707,30085.905205299998,3.22607,2.2391400000000004,
31,13331708,30085.895172000004,-0.26773600000000003,0.20618000000000003,
32,13331709,30085.885138700003,-3.9063199999999996,0.920905,
33,13331710,30085.875105299998,-0.046314,0.687314,
34,13331711,30085.865072000004,2.8375,2.10933,
35,13331712,30085.855038700003,-1.19953,2.82924,
36,13331713,30085.845005400002,0.778436,1.3799700000000001,
37,13331714,30085.834972099994,4.89155,-4.72572,
38,13331715,30085.8249388,-1.0316,-2.38,
39,13331716,30085.8149055,-2.21086,4.59772,
40,13331717,30085.8048722,-2.41208,4.06672,
41,13331718,30085.7948389,-1.61035,-0.277935,
42,13331719,30085.7848056,1.3312,-3.81636,
43,13331720,30085.7747722,1.47591,-4.022819999999999,
44,13331721,30085.7647389,1.4964600000000001,-3.7672800000000004,
45,13331722,30085.7547056,1.76973,-3.6964599999999996,
46,13331723,30085.7446723,2.0191,-0.916162,
47,13331724,30085.734639,-1.51611,8.56596,
48,13331725,30085.724605699997,-3.45475,8.14291,20.595
49,13331726,30085.714572400004,-2.21953,2.25557,
50,13331727,30085.704539099996,2.49347,-2.69873,
51,13331728,30085.6945058,-0.14864000000000002,-5.78229,
52,13331729,30085.684472400004,2.45735,-6.0877300000000005,
53,13331730,30085.674439099996,2.3963099999999997,-1.54111,
54,13331731,30085.6644058,-1.1982,2.83323,
55,13331732,30085.6543725,0.660272,6.65716,
56,13331733,30085.644339200004,2.01452,-2.60451,
57,13331734,30085.634305900003,-2.80655,-1.4627700000000001,
58,13331735,30085.624272600002,-2.02019,-0.817453,
59,13331736,30085.6142393,2.0382,-1.16516,
60,13331737,30085.604206,1.4827299999999999,3.37351,
61,13331738,30085.5941727,0.49902799999999997,2.37705,
62,13331739,30085.5841393,-2.1171599999999997,0.531543,
63,13331740,30085.574106,-1.709,0.365079,
64,13331741,30085.5640727,0.039812900000000005,-2.8536099999999998,
65,13331742,30085.554039399998,0.793276,-0.560733,
66,13331743,30085.544006099997,1.6549599999999998,-0.636108,
67,13331744,30085.5339728,1.00321,-1.337,
68,13331745,30085.5239395,0.451779,-0.0233544,
69,13331746,30085.513906200005,-2.80135,0.173834,
70,13331747,30085.503872900004,0.9160370000000001,-0.398914,
71,13331748,30085.4938395,0.27831300000000003,2.11032,
72,13331749,30085.483806200005,-0.396987,0.48898100000000005,
73,13331750,30085.473772900004,-0.301102,-0.41852,20.4701
74,13331751,30085.463739599996,-0.10819300000000001,-2.24585,
75,13331752,30085.453706299995,-1.06081,-1.04257,
76,13331753,30085.443673,-0.23736500000000002,2.27703,
77,13331754,30085.4336397,2.61056,0.292592,
78,13331755,30085.4236064,0.5716680000000001,-0.944217,
79,13331756,30085.413573100002,-0.9288620000000001,0.739218,
80,13331757,30085.4035398,-2.4130599999999998,0.165968,
81,13331758,30085.3935064,-0.8433280000000001,-0.595618,
82,13331759,30085.3834731,-0.512767,3.45399,
83,13331760,30085.3734398,0.24213,1.19333,
84,13331761,30085.3634065,1.7013599999999998,-1.17153,
85,13331762,30085.3533732,-1.50231,-2.2541700000000002,
86,13331763,30085.3433399,1.88064,-2.5160299999999998,
87,13331764,30085.333306599998,-0.210223,0.964742,
88,13331765,30085.323273299997,-0.23356300000000002,1.8262900000000002,
89,13331766,30085.313239999996,-0.7879689999999999,-2.3098799999999997,
90,13331767,30085.303206599998,0.014076400000000001,-0.343532,
91,13331768,30085.293173299997,-1.14993,3.21705,
92,13331769,30085.283139999996,-1.52791,0.455046,
93,13331770,30085.273106700002,1.6405900000000002,0.415774,
94,13331771,30085.2630734,-0.9747239999999999,1.22248,
95,13331772,30085.253040099997,-1.8171700000000002,-1.17785,
96,13331773,30085.243006800003,0.963657,-1.1840600000000001,
97,13331774,30085.232973500002,0.4935,1.0268899999999999,
98,13331775,30085.2229402,0.394549,0.46942799999999996,20.5871
99,13331776,30085.2129069,-0.683512,0.42213900000000004,
100,13331777,30085.202873500002,-0.489358,0.9641649999999999,
101,13331778,30085.1928402,-1.83423,-2.00549,
102,13331779,30085.1828069,0.135723,-0.34317800000000004,
103,13331780,30085.1727736,-1.6616400000000002,2.13905,
104,13331781,30085.1627403,-0.210943,-1.11266,
105,13331782,30085.152707,-0.8489700000000001,-0.825996,
106,13331783,30085.1426737,-0.947837,0.292713,
107,13331784,30085.132640400003,-0.46001000000000003,-0.572767,
108,13331785,30085.1226071,1.8071099999999998,0.13571,
109,13331786,30085.1125737,0.425237,2.06395,
110,13331787,30085.102540400003,-1.29786,-1.2163899999999999,
111,13331788,30085.0925071,0.611895,-1.26239,
112,13331789,30085.082473799997,-3.5013900000000002,0.488788,
113,13331790,30085.072440499996,-1.66278,-2.22807,
114,13331791,30085.062407200003,3.69642,-0.867878,
115,13331792,30085.052373900002,0.681765,3.23579,
116,13331793,30085.042340599997,0.548387,-1.03856,
117,13331794,30085.0323073,1.32112,-2.45416,
118,13331795,30085.022273900002,-2.099,0.12421800000000001,
119,13331796,30085.012240599997,-1.7242099999999998,-1.27653,
120,13331797,30085.0022073,2.22117,-0.465283,
121,13331798,30084.992174000003,0.588687,3.0108599999999996,
122,13331799,30084.9821407,-1.00359,-0.636653,
123,13331800,30084.9721074,0.348584,0.0185513,20.5871
124,13331801,30084.9620741,1.0438100000000001,0.03555730000000001,
125,13331802,30084.9520408,0.248779,-0.660523,
126,13331803,30084.942007499998,-0.49094399999999994,-0.766476,
127,13331804,30084.931974199997,-0.811836,-0.262592,
128,13331805,30084.9219408,-0.60396,1.6048799999999999,
129,13331806,30084.911907499998,-1.2675,0.19678199999999998,
130,13331807,30084.901874199997,1.54253,-3.37275,
131,13331808,30084.891840900003,2.91502,-1.022,
132,13331809,30084.8818076,1.31051,1.0292,
133,13331810,30084.871774299998,-0.815816,0.71726,
134,13331811,30084.861741000004,-0.394054,1.84343,
135,13331812,30084.851707700003,-0.792396,0.155399,
136,13331813,30084.841674400002,2.39057,0.44705200000000006,
137,13331814,30084.831641000004,0.333095,1.0993899999999999,
138,13331815,30084.821607700003,-1.9165400000000001,-0.6339229999999999,
139,13331816,30084.811574400002,0.013662200000000001,-1.02085,
140,13331817,30084.8015411,-0.39471,0.911603,
141,13331818,30084.7915078,-0.278089,-0.40529899999999996,
142,13331819,30084.7814745,-0.748875,0.34671599999999997,
143,13331820,30084.7714412,-1.10261,1.05854,
144,13331821,30084.7614079,-0.045933800000000004,-0.10618,
145,13331822,30084.7513746,2.5018,-0.141522,
146,13331823,30084.7413413,0.0162937,0.566652,
147,13331824,30084.7313079,0.635754,-1.39791,
148,13331825,30084.7212746,0.365293,1.06075,20.4701
149,13331826,30084.7112413,0.371448,-0.618092,
150,13331827,30084.701208,-2.42525,-0.259542,
151,13331828,30084.691174699998,-1.43646,1.4036799999999998,
152,13331829,30084.681141400004,0.20027999999999999,0.6274529999999999,
153,13331830,30084.671108099996,-0.112678,-0.40615999999999997,
154,13331831,30084.661074799995,0.554562,0.83237,
155,13331832,30084.6510415,-0.424584,0.15149400000000002,
156,13331833,30084.641008099996,0.8465159999999999,-1.29525,
157,13331834,30084.630974799995,0.5757869999999999,0.845751,
158,13331835,30084.6209415,-1.52932,-0.0409935,
159,13331836,30084.6109082,0.833886,-0.773584,
160,13331837,30084.600874900003,0.6263340000000001,0.522666,
161,13331838,30084.590841600002,-2.01675,0.728169,
162,13331839,30084.5808083,-2.49315,0.373701,
163,13331840,30084.570775,0.22267199999999998,1.27131,
164,13331841,30084.5607417,-0.891633,-0.031993799999999996,
165,13331842,30084.5507084,-0.850721,1.6469999999999998,
166,13331843,30084.540675,1.44109,0.783513,
167,13331844,30084.5306417,1.1212600000000001,-0.608106,
168,13331845,30084.5206084,-1.2382600000000001,0.06195459999999999,
169,13331846,30084.510575099997,-0.360628,0.499604,
170,13331847,30084.5005418,-0.699685,-1.8433700000000002,
171,13331848,30084.4905085,-0.44387,-0.27362800000000004,
172,13331849,30084.480475200002,-0.29557,0.48710299999999995,
173,13331850,30084.470441900005,-0.173514,0.942435,20.595
174,13331851,30084.460408599996,0.210567,-0.878842,
175,13331852,30084.450375200002,2.42577,-0.760145,
176,13331853,30084.440341900005,-1.38824,-0.539225,
177,13331854,30084.430308599996,0.09769789999999999,-1.4652,
178,13331855,30084.420275300003,1.0708799999999998,0.160448,
179,13331856,30084.410242,1.49166,-0.181297,
180,13331857,30084.4002087,1.7388400000000002,-0.26114699999999996,
181,13331858,30084.3901754,-0.275647,-0.0866464,
182,13331859,30084.3801421,-0.5913430000000001,-2.25257,
183,13331860,30084.3701088,0.945808,-2.42817,
184,13331861,30084.3600755,0.992886,0.5097619999999999,
185,13331862,30084.3500421,0.479479,0.112758,
186,13331863,30084.3400088,-0.45299999999999996,-0.42405600000000004,
187,13331864,30084.3299755,-0.31857199999999997,-0.20725900000000003,
188,13331865,30084.3199422,-3.13237,0.24168699999999999,
189,13331866,30084.3099089,-0.22199499999999997,-0.713399,
190,13331867,30084.299875599998,2.04822,-1.9679799999999998,
191,13331868,30084.289842299997,2.4396400000000003,-0.9171469999999999,
192,13331869,30084.279808999996,0.804183,-0.416519,
193,13331870,30084.269775700002,0.196088,0.361657,
194,13331871,30084.259742299997,-0.137812,-2.16945,
195,13331872,30084.249708999996,-1.03204,0.18383,
196,13331873,30084.239675700002,-1.13749,2.4007099999999997,
197,13331874,30084.2296424,1.15537,-0.5966090000000001,
198,13331875,30084.219609099997,0.840931,-0.950744,20.6028
199,13331876,30084.209575800003,1.11999,1.2756299999999998,
200,13331877,30084.199542500002,-1.0742399999999999,-4.02736,
201,13331878,30084.1895092,1.16632,-1.1525,
202,13331879,30084.1794759,0.166882,4.49607,
203,13331880,30084.169442500002,-0.688091,-0.36891399999999996,
204,13331881,30084.1594092,0.411341,1.01094,
205,13331882,30084.1493759,1.0974899999999999,2.92073,
206,13331883,30084.1393426,-1.1357,-1.77155,
207,13331884,30084.1293093,-1.47689,-1.09591,
208,13331885,30084.119275999998,-0.459201,1.37009,
209,13331886,30084.1092427,-0.396466,0.730849,
210,13331887,30084.099209400003,0.13281600000000002,1.13856,
211,13331888,30084.0891761,1.77518,-0.442824,
212,13331889,30084.079142799997,-0.9998940000000001,-0.977841,
213,13331890,30084.069109400003,0.46685699999999997,0.603546,
214,13331891,30084.0590761,1.2174,-0.34424699999999997,
215,13331892,30084.049042799998,-0.850979,2.58692,
216,13331893,30084.039009500004,-0.44299700000000003,0.9565739999999999,
217,13331894,30084.028976200003,-0.858074,-3.12446,
218,13331895,30084.018942900002,-2.00437,1.0848,
219,13331896,30084.008909599997,-2.50297,0.538725,
220,13331897,30083.9988763,3.87835,-3.10784,
221,13331898,30083.988843,2.90102,1.1353600000000001,
222,13331899,30083.978809599994,-2.42446,0.718961,
223,13331900,30083.9687763,0.205715,-0.465091,20.4856
224,13331901,30083.958743,-0.848392,2.3010900000000003,
225,13331902,30083.948709700002,-0.246288,0.171094,
226,13331903,30083.9386764,0.837586,-1.0131,
227,13331904,30083.9286431,-0.855092,0.770173,
228,13331905,30083.9186098,-2.03357,-0.463737,
229,13331906,30083.908576499998,0.964239,-0.308875,
230,13331907,30083.898543199997,0.377985,-0.056965499999999995,
231,13331908,30083.888509900004,0.00902868,-0.5399430000000001,
232,13331909,30083.8784765,-1.40629,4.188359999999999,
233,13331910,30083.868443199997,-1.2200799999999998,-0.702785,
234,13331911,30083.858409900004,0.772798,-1.6543299999999999,
235,13331912,30083.8483766,1.11165,1.39065,
236,13331913,30083.838343299998,0.136435,1.9252799999999999,
237,13331914,30083.82831,0.598596,0.255205,
238,13331915,30083.818276700003,-0.761966,-1.46591,
239,13331916,30083.808243400003,-0.104626,-0.788805,
240,13331917,30083.7982101,-1.4745,2.50687,
241,13331918,30083.788176700004,-0.9088430000000001,-0.05294490000000001,
242,13331919,30083.778143400003,-0.128974,-1.26655,
243,13331920,30083.7681101,0.23210300000000003,2.116,
244,13331921,30083.7580768,1.7040799999999998,-0.815561,
245,13331922,30083.7480435,1.61975,-0.579615,
246,13331923,30083.7380102,-1.12104,-1.15698,
247,13331924,30083.727976899998,-1.49111,0.47461800000000004,
248,13331925,30083.7179436,0.957534,1.7531400000000001,20.6028
249,13331926,30083.7079103,1.47989,-0.7807609999999999,
250,13331927,30083.697877,-1.10159,1.9222599999999999,
