,no,distance,accerelation_L,accerelation_R,velocity
1,10691188,56466.099919199994,-6.778160000000001,-6.15585,
2,10691189,56466.08994119999,-5.20111,-8.61841,
3,10691190,56466.0799633,-5.730090000000001,-6.836060000000001,
4,10691191,56466.069985300004,-4.05434,-4.16134,
5,10691192,56466.0600074,-3.08943,-2.32805,
6,10691193,56466.0500294,-4.02326,1.32638,
7,10691194,56466.0400515,-2.81186,0.164695,
8,10691195,56466.0300735,-0.709717,0.0471136,
9,10691196,56466.0200956,2.43004,-0.854784,
10,10691197,56466.0101176,5.65528,-2.6185400000000003,
11,10691198,56466.000139699994,5.99257,0.77544,
12,10691199,56465.9901617,7.5449,1.4244,
13,10691200,56465.980183800006,7.5717,2.23515,72.1925
14,10691201,56465.97020580001,6.599419999999999,2.4129099999999997,
15,10691202,56465.9602279,6.0803199999999995,1.26273,
16,10691203,56465.95024990001,3.8690300000000004,3.5014199999999995,
17,10691204,56465.940272,2.75482,1.58665,
18,10691205,56465.9302941,0.127029,4.07306,
19,10691206,56465.920316100004,1.00167,3.87385,
20,10691207,56465.910338199996,0.872616,3.62535,
21,10691208,56465.9003602,-1.81065,0.7259439999999999,
22,10691209,56465.89038230001,-2.80075,0.16906600000000002,
23,10691210,56465.8804043,-5.52044,-0.9794139999999999,
24,10691211,56465.870426400004,-7.9020600000000005,-1.27715,
25,10691212,56465.860448399995,-7.7034199999999995,-0.906316,
26,10691213,56465.8504705,-8.01211,-1.6813099999999999,
27,10691214,56465.84049249999,-7.77867,-2.56625,
28,10691215,56465.830514600006,-7.7464699999999995,-4.89503,
29,10691216,56465.8205366,-3.57542,-4.74959,
30,10691217,56465.8105587,-0.666991,-4.11723,
31,10691218,56465.80058069999,2.22922,-4.97835,
32,10691219,56465.7906028,2.76805,-4.65385,
33,10691220,56465.780624800005,2.07993,-2.5899900000000002,
34,10691221,56465.7706469,5.29671,-1.21941,
35,10691222,56465.7606689,5.8499099999999995,2.82036,
36,10691223,56465.750690999994,9.38467,4.59868,
37,10691224,56465.740713,7.58316,5.1005199999999995,
38,10691225,56465.7307351,7.0519300000000005,3.18007,72.6783
39,10691226,56465.720757099996,3.32056,2.68349,
40,10691227,56465.710779199995,1.34156,1.20717,
41,10691228,56465.70080119999,1.77352,1.58342,
42,10691229,56465.69082330001,2.1348,0.0268813,
43,10691230,56465.680845300005,3.4341699999999995,0.689883,
44,10691231,56465.670867400004,1.46707,-0.79583,
45,10691232,56465.6608894,0.75784,1.31554,
46,10691233,56465.6509115,-0.96447,0.24678899999999998,
47,10691234,56465.640933500006,-1.08069,-1.59843,
48,10691235,56465.6309556,-4.304069999999999,-2.74614,
49,10691236,56465.6209776,-5.20406,-2.92117,
50,10691237,56465.610999699995,-4.07198,-0.934425,
51,10691238,56465.6010217,-3.9035599999999997,0.5287930000000001,
52,10691239,56465.59104380001,-1.7579,2.87273,
53,10691240,56465.5810658,-1.89968,3.00936,
54,10691241,56465.5710879,-1.78909,0.9495020000000001,
55,10691242,56465.561109899994,-1.8165,1.28106,
56,10691243,56465.55113200001,-1.61524,-0.7189260000000001,
57,10691244,56465.541154,0.012782,2.11559,
58,10691245,56465.531176100005,0.32418800000000003,0.49912,
59,10691246,56465.5211982,1.49206,0.760359,
60,10691247,56465.5112202,1.00683,-1.4144299999999999,
61,10691248,56465.5012423,0.392302,0.0509931,
62,10691249,56465.4912643,0.854008,-0.49771099999999996,
63,10691250,56465.4812864,0.48143199999999997,-2.0604400000000003,72.6783
64,10691251,56465.471308399996,2.3233599999999996,-1.91488,
65,10691252,56465.461330499995,3.1691700000000003,-0.935573,
66,10691253,56465.4513525,3.7056199999999997,0.183223,
67,10691254,56465.44137459999,2.3479799999999997,-0.453971,
68,10691255,56465.4313966,1.8249400000000002,-1.2584600000000001,
69,10691256,56465.42141869999,0.08534760000000001,-0.23452399999999998,
70,10691257,56465.411440699994,-2.59525,-0.703365,
71,10691258,56465.4014628,-3.5836900000000003,1.2097200000000001,
72,10691259,56465.391484800006,-5.37553,1.45051,
73,10691260,56465.3815069,-4.34092,3.10462,
74,10691261,56465.3715289,-5.3608400000000005,2.0889599999999997,
75,10691262,56465.361551,-6.75945,-0.0192634,
76,10691263,56465.351573,-7.147889999999999,-0.21453699999999998,
77,10691264,56465.3415951,-7.87705,-1.5146,
78,10691265,56465.3316171,-5.31571,-0.33815,
79,10691266,56465.321639199996,-3.19426,-1.23504,
80,10691267,56465.3116612,-1.06136,-1.6561400000000002,
81,10691268,56465.30168330001,1.18323,-1.9163,
82,10691269,56465.2917053,0.143522,-2.67924,
83,10691270,56465.281727400004,-0.430507,-0.635263,
84,10691271,56465.271749399995,1.2520799999999999,0.523353,
85,10691272,56465.2617715,4.269,4.70137,
86,10691273,56465.25179349999,5.13314,4.7213,
87,10691274,56465.2418156,6.30221,3.1263400000000003,
88,10691275,56465.23183759999,5.99029,0.991856,72.1925
89,10691276,56465.2218597,4.33113,2.30349,
90,10691277,56465.211881699994,4.43795,2.29987,
91,10691278,56465.2019038,2.7172,2.4985,
92,10691279,56465.1919258,3.6667099999999997,2.79469,
93,10691280,56465.1819479,2.7145900000000003,1.71297,
94,10691281,56465.1719699,2.2300299999999997,-0.06056519999999999,
95,10691282,56465.161991999994,1.35677,-0.737221,
96,10691283,56465.152014,-0.210925,-3.7324300000000004,
