,no,distance,accerelation_L,accerelation_R,velocity
1,7555066,87763.79193430001,-7.7537899999999995,-1.12124,
2,7555067,87763.7819618,-10.0481,-0.9950389999999999,
3,7555068,87763.7719893,-10.1708,-4.0016099999999994,
4,7555069,87763.7620168,-12.3723,-5.70697,
5,7555070,87763.75204439998,-13.0813,-7.443239999999999,
6,7555071,87763.7420719,-9.72759,-6.42647,
7,7555072,87763.73209939999,-4.1626,-7.04385,
8,7555073,87763.7221269,0.136751,-5.15639,
9,7555074,87763.7121545,1.17801,-5.03787,
10,7555075,87763.70218200001,1.50052,-2.07483,88.9621
11,7555076,87763.6922095,3.4490199999999995,-1.48805,
12,7555077,87763.682237,5.40423,3.55347,
13,7555078,87763.6722645,9.58318,6.15826,
14,7555079,87763.6622921,11.8489,9.8159,
15,7555080,87763.6523196,11.6118,8.90157,
16,7555081,87763.6423471,8.99065,9.82782,
17,7555082,87763.6323746,6.30501,7.11718,
18,7555083,87763.6224022,7.535260000000001,4.21977,
19,7555084,87763.61242969999,6.47334,1.8304799999999999,
20,7555085,87763.6024572,7.76032,0.468999,
21,7555086,87763.5924847,6.23019,2.07645,
22,7555087,87763.5825123,2.82209,2.97931,
23,7555088,87763.5725398,1.70055,6.3151,
24,7555089,87763.5625673,-0.9039969999999999,6.89007,
25,7555090,87763.55259480001,-0.362114,6.18773,
26,7555091,87763.5426224,-1.96815,1.4579600000000001,
27,7555092,87763.5326499,-2.91003,0.250756,
28,7555093,87763.52267739999,-4.41672,-5.06055,
29,7555094,87763.51270489999,-5.95139,-6.31439,
30,7555095,87763.50273250001,-5.68887,-5.67893,
31,7555096,87763.49276000001,-3.26637,-3.7248,
32,7555097,87763.4827875,-1.10574,-0.959081,
33,7555098,87763.472815,-0.0370551,0.6932649999999999,
34,7555099,87763.46284260001,0.355116,2.92844,
35,7555100,87763.45287010001,-2.27632,1.32839,89.404
36,7555101,87763.4428976,-3.91972,3.21161,
37,7555102,87763.4329251,-5.06952,2.64692,
38,7555103,87763.4229527,-3.8300199999999998,2.99587,
