,no,distance,accerelation_L,accerelation_R,velocity
1,5434224,108922.79608900001,0.053609199999999996,4.97465,
2,5434225,108922.78611300001,-2.62558,2.66487,48.913000000000004
3,5434226,108922.776137,-2.97154,1.6695099999999998,
4,5434227,108922.76616099999,-3.4452,-0.413675,
5,5434228,108922.75618499999,-4.97616,-4.13919,
6,5434229,108922.74621,-4.45777,-3.37837,
7,5434230,108922.736234,-4.80527,-3.30376,
8,5434231,108922.726258,-4.7956199999999995,-3.1009,
9,5434232,108922.716282,-3.28241,-3.3199699999999996,
10,5434233,108922.706306,-1.7553900000000002,-1.79423,
11,5434234,108922.69632999999,2.3521400000000003,1.70147,
12,5434235,108922.68635399999,4.55595,3.13387,
13,5434236,108922.676379,4.70027,1.9825599999999999,
14,5434237,108922.666403,6.1576699999999995,0.598657,
15,5434238,108922.656427,6.72505,-1.27544,
16,5434239,108922.646451,2.70738,-1.02344,
17,5434240,108922.636475,0.807013,2.14542,
18,5434241,108922.626499,-0.585337,5.10593,
19,5434242,108922.616524,-4.1775400000000005,4.05317,
20,5434243,108922.606548,-4.82254,-1.8671900000000001,
21,5434244,108922.59657200001,-1.7176799999999999,-4.94393,
22,5434245,108922.58659600001,1.12286,-3.5211300000000003,
23,5434246,108922.57662,0.953226,-4.96216,
24,5434247,108922.566644,-2.0415900000000002,-5.15107,
25,5434248,108922.556668,-3.5231800000000004,-2.81212,
26,5434249,108922.54669300001,-2.3795,-0.141464,
27,5434250,108922.53671700001,-1.2095,2.1962099999999998,49.0909
28,5434251,108922.52674100001,-1.37727,1.295,
29,5434252,108922.51676500001,-1.36145,0.703529,
30,5434253,108922.506789,-0.6579470000000001,0.8822959999999999,
31,5434254,108922.496813,-0.810717,0.0928577,
32,5434255,108922.48683699999,-2.15265,0.5116729999999999,
33,5434256,108922.47686199998,-2.50385,3.4462300000000003,
34,5434257,108922.466886,-2.56656,5.36348,
35,5434258,108922.45691,0.658948,5.06992,
36,5434259,108922.44693399999,-0.14547100000000002,0.442279,
37,5434260,108922.43695799999,1.5161200000000001,-1.89663,
