,no,distance,accerelation_L,accerelation_R,velocity
1,10668689,56690.593787699996,-3.5418800000000004,-3.63579,
2,10668690,56690.5838098,1.39539,-1.02124,
3,10668691,56690.57383180001,4.38054,-1.13418,
4,10668692,56690.56385390001,3.97624,-2.2715400000000003,
5,10668693,56690.553875900005,6.0696900000000005,0.740969,
6,10668694,56690.543898,5.6043,0.705385,
7,10668695,56690.53392,6.478219999999999,3.29417,
8,10668696,56690.5239421,5.01105,3.01938,
9,10668697,56690.513964100006,0.0612246,-0.358239,
10,10668698,56690.5039862,1.43985,1.8334400000000002,
11,10668699,56690.4940082,-1.2532299999999998,2.5494,
12,10668700,56690.484030299995,-1.9191,4.34261,74.3802
13,10668701,56690.4740523,-3.5477300000000005,3.5677800000000004,
14,10668702,56690.4640744,-4.19929,1.3676,
15,10668703,56690.4540964,-3.12866,-0.764898,
16,10668704,56690.444118499996,0.39572199999999996,-0.630375,
17,10668705,56690.434140499994,2.95217,-1.90765,
18,10668706,56690.42416259999,1.21853,-4.62505,
19,10668707,56690.4141847,1.9316900000000001,-4.5700400000000005,
20,10668708,56690.40420669999,-2.02363,-6.23926,
21,10668709,56690.394228799996,-0.7014739999999999,-4.74158,
22,10668710,56690.3842508,-0.336969,-2.82197,
23,10668711,56690.3742729,-2.85669,-1.8198599999999998,
24,10668712,56690.3642949,-1.8736599999999999,-1.26258,
25,10668713,56690.354317,-4.83303,-2.2196,
26,10668714,56690.344338999996,-2.55821,-1.42372,
27,10668715,56690.334361099995,-0.866317,0.42960299999999996,
28,10668716,56690.3243831,4.20977,4.53823,
29,10668717,56690.31440519999,4.7986699999999995,3.9746699999999997,
30,10668718,56690.3044272,5.804790000000001,6.34887,
31,10668719,56690.2944493,2.6218,2.71805,
32,10668720,56690.28447130001,-1.21695,1.1019,
33,10668721,56690.2744934,0.847073,-1.86915,
34,10668722,56690.264515400006,-0.47692299999999993,-2.2904,
35,10668723,56690.2545375,4.46898,1.02112,
36,10668724,56690.2445595,2.34923,-0.362788,
37,10668725,56690.2345816,1.0929799999999998,0.214277,74.4828
38,10668726,56690.2246036,-2.89046,-2.12129,
39,10668727,56690.2146257,-3.0344700000000002,-1.12,
40,10668728,56690.2046477,-3.6728699999999996,-0.732933,
41,10668729,56690.19466980001,-3.6021099999999997,-1.34932,
42,10668730,56690.1846918,-3.1264,-0.311305,
43,10668731,56690.17471390001,-2.91425,-2.32878,
44,10668732,56690.1647359,-2.29855,0.725681,
45,10668733,56690.154758000004,-1.4048200000000002,1.2506899999999999,
46,10668734,56690.144779999995,-0.747772,2.34836,
47,10668735,56690.1348021,-0.5311,0.302742,
48,10668736,56690.12482409999,1.33838,-0.7880229999999999,
49,10668737,56690.1148462,0.524931,0.574286,
50,10668738,56690.10486819999,0.399552,0.843002,
51,10668739,56690.0948903,1.39281,3.28274,
52,10668740,56690.0849123,1.8837099999999998,1.7186,
53,10668741,56690.0749344,2.4620900000000003,2.83607,
54,10668742,56690.0649564,1.7429700000000001,-1.5253299999999999,
55,10668743,56690.0549785,2.81409,-2.67785,
56,10668744,56690.0450005,1.55818,-5.92584,
57,10668745,56690.035022599994,0.803646,-7.11185,
58,10668746,56690.0250447,2.74918,-3.63179,
59,10668747,56690.01506669999,0.201654,-3.4549,
60,10668748,56690.005088800004,3.1678599999999997,-1.26148,
61,10668749,56689.9951108,0.874352,-4.58127,
62,10668750,56689.9851329,-1.90455,-4.3474900000000005,74.3802
63,10668751,56689.9751549,-0.161246,-4.70889,
64,10668752,56689.965177,-0.8711450000000001,-1.09247,
65,10668753,56689.955199,-0.128717,4.26514,
66,10668754,56689.945221099995,0.635891,2.70744,
67,10668755,56689.9352431,-0.213606,6.77142,
68,10668756,56689.92526519999,2.08993,6.52209,
69,10668757,56689.9152872,1.6834200000000001,5.6082,
70,10668758,56689.905309300004,2.35748,4.32252,
71,10668759,56689.89533130001,1.69219,2.5828599999999997,
72,10668760,56689.8853534,-0.152365,4.415769999999999,
73,10668761,56689.875375400006,0.847093,4.96162,
