,no,distance,accerelation_L,accerelation_R,velocity
1,13265269,30752.498294300003,-6.64199,3.0598799999999997,
2,13265270,30752.488261000002,-8.47236,12.0373,
3,13265271,30752.4782277,3.22001,1.7447099999999998,
4,13265272,30752.4681944,4.27375,-6.610060000000001,
5,13265273,30752.4581611,-1.99555,5.46989,
6,13265274,30752.4481278,-0.542759,10.0961,
7,13265275,30752.438094499998,-3.23348,3.31229,50.7042
8,13265276,30752.4280612,-2.56175,5.7815,
9,13265277,30752.418027900003,-6.08956,-0.381495,
10,13265278,30752.407994499998,-1.9507900000000002,-8.18436,
11,13265279,30752.3979612,3.4578300000000004,1.7836299999999998,
12,13265280,30752.387927900003,0.14744200000000002,1.6694900000000001,
13,13265281,30752.3778946,4.3316099999999995,-5.2887699999999995,
14,13265282,30752.367861299997,-1.9423,-2.32955,
15,13265283,30752.357827999997,-5.435980000000001,1.7360099999999998,
16,13265284,30752.347794700003,-1.4020700000000001,1.37974,
17,13265285,30752.337761400002,9.60392,5.17236,
18,13265286,30752.327728099997,11.6348,-1.71544,
19,13265287,30752.317694700003,3.6745699999999997,-6.57216,
20,13265288,30752.307661400002,3.3740099999999997,-0.9861850000000001,
21,13265289,30752.297628099997,-3.04733,0.0487615,
22,13265290,30752.2875948,-10.7849,0.419839,
23,13265291,30752.2775615,-9.60505,3.68799,
24,13265292,30752.267528200002,1.55264,-2.15072,
25,13265293,30752.2574949,9.489130000000001,-12.8504,
26,13265294,30752.2474616,0.90753,-4.9429099999999995,
27,13265295,30752.2374283,-10.1388,6.84258,
28,13265296,30752.227394999998,-4.8345400000000005,6.79448,
29,13265297,30752.2173616,9.769730000000001,-3.46991,
30,13265298,30752.2073283,8.514,-7.492889999999999,
31,13265299,30752.197294999998,-3.38144,6.3013699999999995,
32,13265300,30752.187261699997,-2.92564,13.7327,50.7042
33,13265301,30752.177228400004,-1.94698,3.9092599999999997,
34,13265302,30752.1671951,4.950080000000001,1.27213,
35,13265303,30752.157161799998,6.94407,4.06957,
36,13265304,30752.147128500004,1.8251400000000002,-2.42844,
37,13265305,30752.137095200003,-3.32396,-5.110519999999999,
38,13265306,30752.127061799998,-14.796,0.8241780000000001,
39,13265307,30752.117028500004,-7.360539999999999,3.7671099999999997,
40,13265308,30752.106995200003,9.94787,-1.79003,
41,13265309,30752.096961900002,16.2714,-5.7501,
42,13265310,30752.0869286,-0.47351099999999996,3.86372,
43,13265311,30752.0768953,-13.2954,12.6042,
44,13265312,30752.066862,-4.25935,1.77361,
45,13265313,30752.0568287,0.0316272,-8.81352,
46,13265314,30752.0467954,-1.7981099999999999,0.770749,
47,13265315,30752.0367621,2.60644,7.716419999999999,
48,13265316,30752.0267287,12.6996,-0.808487,
49,13265317,30752.016695399998,3.0760099999999997,-9.11443,
50,13265318,30752.0066621,-14.6389,-1.1492200000000001,
51,13265319,30751.9966288,-4.65609,2.71742,
52,13265320,30751.9865955,8.54991,-7.7214100000000006,
53,13265321,30751.976562199998,-2.33252,-0.737626,
54,13265322,30751.966528900004,-7.249630000000001,11.1657,
55,13265323,30751.956495599996,10.5132,1.83718,
56,13265324,30751.946462299995,18.0183,-9.354289999999999,
57,13265325,30751.936428900004,-8.72972,-1.08823,50.4673
58,13265326,30751.926395599996,-9.43792,2.62575,
59,13265327,30751.916362299995,6.77297,1.0679100000000001,
60,13265328,30751.906329,4.034669999999999,1.3848799999999999,
61,13265329,30751.8962957,9.16354,4.7400199999999995,
62,13265330,30751.886262400003,2.84764,-0.820269,
63,13265331,30751.876229100002,-8.59793,-3.72931,
64,13265332,30751.8661958,-6.84072,-6.0023800000000005,
65,13265333,30751.8561625,10.9363,-2.40239,
66,13265334,30751.846129100002,11.2731,4.2253300000000005,
67,13265335,30751.8360958,-0.7278859999999999,3.9096,
68,13265336,30751.8260625,-0.352583,7.079610000000001,
69,13265337,30751.8160292,-6.54785,-4.06417,
