,no,distance,accerelation_L,accerelation_R,velocity
1,11947511,43909.49042169999,-0.42257799999999995,-1.3053299999999999,
2,11947512,43909.4804339,-2.1644200000000002,-2.68758,
3,11947513,43909.4704461,-0.419842,-2.06048,
4,11947514,43909.460458199996,-0.130209,1.80072,
5,11947515,43909.4504704,1.4573,4.19247,
6,11947516,43909.440482599995,6.2117,0.545426,
7,11947517,43909.4304948,7.8353399999999995,-0.815121,
8,11947518,43909.420507,3.4761900000000003,2.31895,
9,11947519,43909.4105192,-1.40151,3.25921,
10,11947520,43909.4005314,-0.403979,0.09653719999999999,
11,11947521,43909.3905435,0.8615450000000001,-4.13935,
12,11947522,43909.3805557,1.6639400000000002,-6.51203,
13,11947523,43909.370567900005,1.8138900000000002,-6.30105,
14,11947524,43909.3605801,-0.592467,-1.4149399999999999,
15,11947525,43909.350592300005,-3.10917,0.889999,54.878
16,11947526,43909.3406045,-4.4743699999999995,5.29365,
17,11947527,43909.330616600004,-6.6353,5.75804,
18,11947528,43909.32062880001,-5.639880000000001,6.56162,
19,11947529,43909.310641000004,-1.5530899999999999,4.50955,
20,11947530,43909.30065319999,2.88363,2.94638,
21,11947531,43909.2906654,4.9985,-0.187111,
22,11947532,43909.2806776,3.6082,1.90163,
23,11947533,43909.2706898,-0.014704499999999999,1.69945,
24,11947534,43909.2607019,-4.27386,1.50173,
25,11947535,43909.250714099995,-7.41527,1.5170299999999999,
26,11947536,43909.2407263,-6.65867,-0.648999,
27,11947537,43909.2307385,-4.16391,-1.40473,
28,11947538,43909.2207507,-0.729141,-4.0948,
29,11947539,43909.2107629,2.1457200000000003,-5.113659999999999,
30,11947540,43909.2007751,1.35769,-3.3066199999999997,
31,11947541,43909.1907872,1.39754,-1.97975,
32,11947542,43909.180799400005,3.6559,0.1401,
33,11947543,43909.1708116,3.20722,2.03766,
34,11947544,43909.160823800004,4.30429,2.86559,
35,11947545,43909.150836,4.6418800000000005,4.8494,
36,11947546,43909.1408482,4.353269999999999,5.07089,
37,11947547,43909.1308604,4.74135,2.2511,
38,11947548,43909.1208725,1.06457,-1.2102700000000002,
39,11947549,43909.11088469999,-1.0181,-2.50251,
40,11947550,43909.1008969,-1.7114200000000002,-5.45327,54.9339
41,11947551,43909.0909091,-1.54635,-4.64628,
42,11947552,43909.0809213,-2.5552099999999998,-5.1188,
43,11947553,43909.0709335,-3.2221,-6.45258,
44,11947554,43909.060945599995,-2.3675599999999997,-7.296539999999999,
45,11947555,43909.0509578,-1.07426,-4.72922,
46,11947556,43909.04097,-2.21388,-2.11764,
47,11947557,43909.0309822,0.371639,0.454921,
48,11947558,43909.0209944,2.46359,0.367255,
49,11947559,43909.0110066,4.83136,1.91786,
50,11947560,43909.0010188,6.16409,3.23983,
51,11947561,43908.991030900004,7.18278,4.7308,
52,11947562,43908.9810431,7.59152,5.8963,
53,11947563,43908.971055300004,6.84543,4.4530199999999995,
54,11947564,43908.9610675,3.46101,2.62569,
55,11947565,43908.9510797,1.44458,1.30328,
56,11947566,43908.9410919,-2.90873,1.07207,
57,11947567,43908.931104100004,-4.53827,-2.6195,
58,11947568,43908.92111619999,-2.51514,-2.78694,
59,11947569,43908.9111284,-3.3190800000000005,-4.6058699999999995,
60,11947570,43908.9011406,-0.420522,-6.50045,
61,11947571,43908.8911528,0.334144,-8.02872,
62,11947572,43908.881165,-0.572286,-4.31625,
63,11947573,43908.871177199995,-0.673946,-0.649299,
64,11947574,43908.8611893,-0.0798642,2.09302,
65,11947575,43908.8512015,1.06579,0.469711,54.9339
66,11947576,43908.8412137,3.97385,2.31302,
67,11947577,43908.8312259,7.1993,4.290830000000001,
68,11947578,43908.8212381,5.01251,3.35881,
69,11947579,43908.8112503,3.4794300000000002,0.741491,
70,11947580,43908.8012625,1.6119,0.735254,
71,11947581,43908.7912746,2.8092900000000003,2.75601,
72,11947582,43908.781286800004,3.10946,0.7436699999999999,
73,11947583,43908.771299,1.99858,-2.20696,
74,11947584,43908.761311199996,1.61995,-3.1914599999999997,
75,11947585,43908.7513234,1.5428600000000001,-2.72655,
76,11947586,43908.7413356,-1.1860899999999999,-2.0733,
77,11947587,43908.73134780001,-1.48803,-2.1514900000000003,
78,11947588,43908.7213599,-1.01524,-3.8532300000000004,
79,11947589,43908.7113721,1.08225,-1.58038,
80,11947590,43908.7013843,0.587553,0.23724299999999998,
81,11947591,43908.6913965,2.9877700000000003,0.125888,
82,11947592,43908.681408699995,1.0998,-0.457859,
83,11947593,43908.6714209,0.906178,1.30158,
84,11947594,43908.661433099995,1.74164,0.671855,
85,11947595,43908.6514452,2.8784099999999997,0.277143,
86,11947596,43908.6414574,2.9482,-0.470462,
87,11947597,43908.6314696,2.79389,1.58732,
88,11947598,43908.6214818,2.9656700000000003,3.1446099999999997,
89,11947599,43908.611494,4.12488,2.86462,
90,11947600,43908.6015062,4.15972,-1.10284,54.9339
91,11947601,43908.5915183,-0.30699299999999996,-3.44104,
92,11947602,43908.5815305,-4.081580000000001,-3.55,
93,11947603,43908.571542699996,-3.55427,-0.581893,
94,11947604,43908.5615549,-4.69495,1.84912,
95,11947605,43908.5515671,-8.73814,3.5601599999999998,
96,11947606,43908.54157930001,-8.16875,1.42445,
97,11947607,43908.5315915,-2.7541900000000004,0.45505500000000004,
98,11947608,43908.5216036,-1.35405,-1.0587600000000001,
99,11947609,43908.5116158,0.475195,-2.09606,
100,11947610,43908.501628,3.3644199999999995,0.0318694,
101,11947611,43908.491640199994,6.22923,2.8084700000000002,
102,11947612,43908.4816524,5.649859999999999,3.27508,
103,11947613,43908.471664599994,1.55098,3.3105,
104,11947614,43908.4616768,0.901384,5.79648,
105,11947615,43908.4516889,1.17965,4.2814,
106,11947616,43908.4417011,-2.6621200000000003,1.55597,
107,11947617,43908.4317133,-2.19943,-0.179617,
108,11947618,43908.4217255,-2.46545,-5.01957,
109,11947619,43908.4117377,-4.26635,-7.418069999999999,
110,11947620,43908.401749900004,-6.38893,-5.12292,
111,11947621,43908.3917621,-2.46437,-2.4289099999999997,
112,11947622,43908.381774199996,-3.20629,-2.80896,
113,11947623,43908.3717864,-4.19574,-3.35097,
114,11947624,43908.3617986,-1.2795299999999998,-0.612362,
115,11947625,43908.351810800006,1.08991,0.8205450000000001,54.6559
116,11947626,43908.341823,2.09821,3.2522599999999997,
117,11947627,43908.3318352,2.20949,5.36602,
118,11947628,43908.3218473,3.30818,5.93139,
119,11947629,43908.311859500005,5.65928,6.4817800000000005,
120,11947630,43908.301871699994,3.29125,4.7556,
121,11947631,43908.2918839,0.48251000000000005,-0.812712,
122,11947632,43908.281896099994,-0.384797,-3.38689,
123,11947633,43908.2719083,-2.17448,-0.808614,
124,11947634,43908.2619205,-3.13515,-1.63783,
125,11947635,43908.2519326,-3.8351,-4.07688,
126,11947636,43908.2419448,-6.29451,-2.32786,
127,11947637,43908.231956999996,-5.75042,-3.17786,
128,11947638,43908.2219692,-2.67282,-1.06981,
129,11947639,43908.2119814,-1.35564,-2.7589599999999996,
130,11947640,43908.2019936,0.52041,-1.07372,
131,11947641,43908.1920058,1.4689,-0.8444149999999999,
132,11947642,43908.1820179,0.195517,-0.0424656,
133,11947643,43908.1720301,-2.25604,0.788116,
134,11947644,43908.162042300006,-1.6826400000000001,4.010269999999999,
135,11947645,43908.1520545,1.14832,3.99914,
136,11947646,43908.1420667,4.65634,2.60506,
137,11947647,43908.1320789,5.52597,1.40925,
138,11947648,43908.122091000005,3.69354,0.606286,
139,11947649,43908.112103199994,1.8984599999999998,-0.318967,
140,11947650,43908.102115400005,-0.067585,-0.822226,54.9339
141,11947651,43908.09212759999,-2.82578,0.2704,
142,11947652,43908.0821398,-3.22516,2.13314,
143,11947653,43908.072152,-3.99859,3.4072699999999996,
144,11947654,43908.0621642,-4.0089999999999995,1.1437899999999999,
145,11947655,43908.0521763,-4.8449599999999995,-1.85375,
146,11947656,43908.042188499996,-3.4872300000000003,-5.4092400000000005,
147,11947657,43908.0322007,-0.162908,-3.68767,
148,11947658,43908.0222129,1.61151,-4.33364,
149,11947659,43908.0122251,3.10034,-2.8700799999999997,
150,11947660,43908.0022373,3.1195,-0.640523,
151,11947661,43907.9922495,2.8787,1.99377,
152,11947662,43907.9822616,3.7206900000000003,3.00706,
153,11947663,43907.972273800005,3.05957,3.66876,
154,11947664,43907.962286,3.2492900000000002,3.31868,
155,11947665,43907.9522982,3.95304,2.96523,
156,11947666,43907.9423104,3.6042099999999997,2.16394,
157,11947667,43907.9323226,1.84857,2.3351599999999997,
158,11947668,43907.9223348,-0.517788,0.382372,
159,11947669,43907.912346900004,-1.9043700000000001,-0.898442,
160,11947670,43907.90235909999,1.38832,-0.315353,
161,11947671,43907.892371300004,2.66095,-0.224281,
162,11947672,43907.8823835,3.05505,-1.21729,
163,11947673,43907.8723957,2.37379,-2.81459,
164,11947674,43907.8624079,0.12754300000000002,-2.9532700000000003,
165,11947675,43907.852419999996,0.27925900000000003,-2.66738,54.878
166,11947676,43907.8424322,-0.561768,1.20331,
167,11947677,43907.8324444,-3.03689,2.25033,
168,11947678,43907.8224566,0.0888899,-0.409263,
169,11947679,43907.8124688,5.03127,-3.42579,
170,11947680,43907.802481,9.082419999999999,-3.98175,
171,11947681,43907.792493199995,8.033560000000001,-2.24803,
172,11947682,43907.782505300005,4.95066,-1.42678,
173,11947683,43907.7725175,-1.4394200000000001,-0.06826549999999999,
174,11947684,43907.7625297,-5.93714,4.24625,
175,11947685,43907.7525419,-5.68046,6.33551,
176,11947686,43907.7425541,0.075297,2.2795400000000003,
177,11947687,43907.73256630001,5.65981,0.886719,
178,11947688,43907.722578500005,4.59232,-0.7340260000000001,
179,11947689,43907.71259059999,-2.23654,0.2796,
180,11947690,43907.702602800004,-8.12047,3.4378900000000003,
181,11947691,43907.692615,-10.7402,5.9843,
182,11947692,43907.682627199996,-7.31695,6.23579,
183,11947693,43907.6726394,-5.15944,1.23242,
184,11947694,43907.662651599996,-6.9508600000000005,-2.45281,
185,11947695,43907.6526638,-3.58452,-7.35982,
186,11947696,43907.6426759,1.18649,-9.73901,
187,11947697,43907.6326881,3.22416,-9.361139999999999,
188,11947698,43907.6227003,1.01988,-6.03399,
189,11947699,43907.6127125,-2.28503,-3.29671,
190,11947700,43907.602724699995,-3.99778,-0.610187,54.6006
191,11947701,43907.5927369,-8.66318,-1.60191,
192,11947702,43907.582749,-14.7026,6.1712,
193,11947703,43907.5727612,-18.2668,5.30957,
194,11947704,43907.5627734,-11.3823,-4.19414,
195,11947705,43907.5527856,4.8415,1.6006200000000002,
196,11947706,43907.54279780001,23.5084,19.7744,
197,11947707,43907.532810000004,35.2755,20.9807,
198,11947708,43907.52282219999,43.5321,14.3505,
199,11947709,43907.5128343,35.2368,4.97886,
200,11947710,43907.5028465,10.5899,-0.440525,
201,11947711,43907.492858699996,-7.9405399999999995,4.48227,
202,11947712,43907.4828709,-9.038789999999999,6.233,
203,11947713,43907.472883099996,-9.92327,-3.41615,
204,11947714,43907.4628953,-11.474,-7.7708,
205,11947715,43907.452907499995,-16.9936,-12.3046,
206,11947716,43907.4429196,-20.3707,-13.7979,
207,11947717,43907.4329318,-19.8602,-15.4675,
208,11947718,43907.422944,-20.2182,-14.7371,
209,11947719,43907.412956199994,-19.4493,-12.6301,
210,11947720,43907.4029684,-12.574000000000002,-0.237869,
211,11947721,43907.3929806,-6.27577,3.40919,
212,11947722,43907.3829927,-1.72882,3.11465,
213,11947723,43907.3730049,0.319443,7.08328,
214,11947724,43907.3630171,5.61765,8.52491,
215,11947725,43907.35302930001,9.006960000000001,7.92611,54.878
216,11947726,43907.343041500004,14.0809,10.5693,
217,11947727,43907.33305369999,12.9692,16.965,
218,11947728,43907.323065900004,8.45675,13.9812,
219,11947729,43907.313078,8.38749,6.93353,
220,11947730,43907.303090199995,3.40432,-0.0320055,
221,11947731,43907.2931024,-2.3561900000000002,-3.04209,
222,11947732,43907.283114599995,-5.0052900000000005,-6.86203,
223,11947733,43907.2731268,-1.14165,-10.6835,
224,11947734,43907.263138999995,-4.622730000000001,-10.0109,
225,11947735,43907.2531512,-5.52606,-8.00411,
226,11947736,43907.2431633,-9.9629,-7.503089999999999,
227,11947737,43907.2331755,-10.5095,-4.4906,
228,11947738,43907.223187699994,-8.03708,0.0415526,
229,11947739,43907.213199900005,-4.88746,-1.28204,
230,11947740,43907.2032121,1.7587700000000002,-2.58028,
231,11947741,43907.193224300005,8.70557,-1.6228,
232,11947742,43907.1832365,7.884519999999999,2.40378,
233,11947743,43907.173248600004,5.91825,2.63302,
234,11947744,43907.16326080001,7.785480000000001,2.1369,
235,11947745,43907.153273,7.16245,2.7538099999999996,
236,11947746,43907.1432852,5.73595,3.75224,
237,11947747,43907.1332974,2.50201,1.8244200000000002,
238,11947748,43907.12330959999,-0.00650672,0.376318,
239,11947749,43907.113321699995,-1.03951,0.9823930000000001,
240,11947750,43907.1033339,-1.2347700000000001,-2.1534299999999997,54.878
241,11947751,43907.093346099995,-1.9482400000000002,-5.4768300000000005,
242,11947752,43907.0833583,-1.04712,-5.08873,
243,11947753,43907.073370499995,0.9949540000000001,-4.42965,
244,11947754,43907.0633827,-1.09008,-3.9790900000000002,
245,11947755,43907.0533949,-2.17528,-2.7255700000000003,
246,11947756,43907.043407,0.226737,0.0569855,
247,11947757,43907.033419199994,2.65828,2.02428,
248,11947758,43907.023431400004,2.5270900000000003,2.8148400000000002,
249,11947759,43907.0134436,1.55044,2.89302,
250,11947760,43907.003455800004,0.745783,3.61829,
251,11947761,43906.993468,-0.26455300000000004,4.00076,
252,11947762,43906.9834802,0.631121,2.67984,
253,11947763,43906.97349230001,1.6084100000000001,2.7927,
254,11947764,43906.9635045,1.57584,1.6268,
255,11947765,43906.9535167,-0.8602270000000001,1.33744,
256,11947766,43906.9435289,-1.68012,1.0613,
257,11947767,43906.9335411,-1.24675,-1.07775,
258,11947768,43906.9235533,-0.758165,-4.9994,
259,11947769,43906.9135655,-0.287113,-5.76044,
260,11947770,43906.903577599995,2.6109299999999998,-4.5267599999999995,
261,11947771,43906.8935898,5.03899,-1.75616,
262,11947772,43906.883602,4.37155,0.719969,
263,11947773,43906.8736142,0.630363,1.53946,
264,11947774,43906.8636264,-1.86465,4.43105,
265,11947775,43906.8536386,-2.15523,5.665030000000001,54.5455
266,11947776,43906.8436507,-3.04201,6.4154,
267,11947777,43906.833662900004,-4.46708,6.26043,
268,11947778,43906.8236751,-4.40942,3.3089,
269,11947779,43906.813687300004,-3.14173,-0.436816,
270,11947780,43906.8036995,-3.32575,-2.9094700000000002,
271,11947781,43906.7937117,-3.7056400000000003,-3.17495,
272,11947782,43906.7837239,-3.18736,-2.45717,
273,11947783,43906.773736,-3.5812199999999996,-2.11853,
274,11947784,43906.7637482,-1.94585,-0.641502,
275,11947785,43906.7537604,-0.685809,-0.67464,
276,11947786,43906.7437726,2.19042,-0.598625,
277,11947787,43906.7337848,4.0642,2.3679900000000003,
278,11947788,43906.723797000006,2.70316,3.10902,
279,11947789,43906.713809199995,2.00798,2.4125400000000004,
280,11947790,43906.703821300005,3.52644,3.43606,
281,11947791,43906.6938335,3.05205,3.95793,
282,11947792,43906.6838457,0.49690500000000004,2.7685,
283,11947793,43906.6738579,-3.26497,0.0662432,
284,11947794,43906.6638701,-5.71258,-0.702861,
285,11947795,43906.6538823,-8.9582,-3.3775800000000005,
286,11947796,43906.643894400004,-7.37104,-4.5906,
287,11947797,43906.6339066,-5.40937,-3.5327,
288,11947798,43906.6239188,-3.00885,-1.34281,
289,11947799,43906.613931,-4.30171,-1.2383899999999999,
290,11947800,43906.603943199996,-3.45059,-0.828408,54.878
291,11947801,43906.5939554,-1.9417900000000001,-1.50272,
292,11947802,43906.5839676,0.25209000000000004,0.33898,
293,11947803,43906.5739797,3.9861699999999995,2.6846799999999997,
294,11947804,43906.5639919,7.112610000000001,5.43157,
295,11947805,43906.5540041,7.18665,5.2299,
296,11947806,43906.5440163,4.68613,2.51531,
297,11947807,43906.534028500006,0.19074100000000002,2.41355,
298,11947808,43906.524040699995,-2.83005,2.51384,
299,11947809,43906.514052900005,-2.71438,2.42198,
300,11947810,43906.504065,-6.84002,1.8159900000000002,
301,11947811,43906.4940772,-9.85968,1.06623,
302,11947812,43906.4840894,-10.0539,-4.01421,
303,11947813,43906.4741016,-4.19383,-3.6001199999999995,
304,11947814,43906.4641138,-3.4128199999999995,-8.56378,
305,11947815,43906.454126,-3.088,-7.58027,
306,11947816,43906.4441382,-4.21631,-4.9168,
307,11947817,43906.4341503,-2.68977,0.321354,
308,11947818,43906.4241625,-0.907375,2.59979,
309,11947819,43906.414174699996,-0.8951040000000001,3.89497,
310,11947820,43906.4041869,0.17573699999999998,2.57687,
311,11947821,43906.3941991,2.37129,4.01901,
312,11947822,43906.38421130001,3.6072,6.62407,
313,11947823,43906.3742234,3.9969,3.92841,
314,11947824,43906.3642356,3.5710800000000003,1.2832700000000001,
315,11947825,43906.3542478,1.8247400000000003,-3.10502,54.8223
316,11947826,43906.344260000005,1.9415099999999998,-1.48705,
317,11947827,43906.334272199994,0.797049,-4.6192400000000005,
318,11947828,43906.324284400005,1.88688,-3.9677599999999997,
319,11947829,43906.314296599994,2.1457,-2.22579,
320,11947830,43906.3043087,0.543569,-0.7190810000000001,
321,11947831,43906.2943209,-2.7936900000000002,-2.0936,
322,11947832,43906.2843331,-3.48317,-1.1895,
323,11947833,43906.2743453,-5.239330000000001,-0.294274,
324,11947834,43906.2643575,-2.68875,1.25854,
325,11947835,43906.2543697,-3.54512,1.0830899999999999,
