no,vel,std_aba,max_aba,mean1k,std1k,max1k,min1k,mean512,std512,max512,min512,mean256,std256,max256,min256,mean128,std128,max128,min128,mean64,std64,max64,min64,mean32,std32,max32,min32,mean16,std16,max16,min16
3,47.470837016574635,9.443758082195293,153.6,1928.7835954427278,3593.8832541898655,0.0,113570.0793486166,348.14358416320397,768.1555255899104,1.0267867786759341e-09,17927.628934532906,59.16910734828311,160.84755901911558,5.6213866177908405e-11,5960.741058347482,42.16979143442839,135.50908007097624,6.114046576538404e-10,4024.0071594702304,61.74336289452354,244.85329851100667,6.747111811327716e-11,7079.412473621234,236.92860658543705,1428.3744009910552,7.099691755752046e-09,44407.48364297013,168.9304515960428,1043.2538578762067,1.0294131786419815e-10,42547.919766732346
