no,vel,std_aba,max_aba,mean1k,std1k,max1k,min1k,mean512,std512,max512,min512,mean256,std256,max256,min256,mean128,std128,max128,min128,mean64,std64,max64,min64,mean32,std32,max32,min32,mean16,std16,max16,min16
4,89.97486243654826,17.306768337726727,180.854,6723.060303187614,11659.687317484932,0.0,286763.70442817034,853.1348242817202,2072.7247940881143,5.613468131612596e-12,54316.96282173837,384.0041388387777,730.7300491300085,5.068338968417087e-10,11326.279528847055,793.4261164233823,2057.602742425879,4.2631535267235855e-10,42837.54532048877,1735.5287746820186,6759.383016448019,1.492742521020689e-08,114959.58520224525,1065.283514155919,2794.8677723430033,3.542036860740922e-07,57823.675244683734,514.8633687809751,2621.07632784125,9.655954321656767e-09,106872.35358186615
