no,vel,std_aba,max_aba,mean1k,std1k,max1k,min1k,mean512,std512,max512,min512,mean256,std256,max256,min256,mean128,std128,max128,min128,mean64,std64,max64,min64,mean32,std32,max32,min32,mean16,std16,max16,min16
2,83.08864888888898,20.014623854677808,212.935,8456.528341501655,14256.812389756167,0.0,323419.59178228746,1328.0914424684108,2987.089116483666,4.984963213971356e-10,69809.9266364532,334.1190512398438,658.1171541883622,2.0265550540769242e-10,14520.808322653913,491.76672378133986,1185.3813499033708,1.4426812265642717e-09,23559.473963153974,1439.4744415246198,4836.361867480486,4.7193484690476106e-08,118763.75284690267,1463.206545188072,4769.936653526697,1.377992899208837e-07,111654.26435309558,864.3011805917789,3435.2751471898605,1.314311795558799e-10,112944.8295182832
