no,vel,std_aba,max_aba,mean1k,std1k,max1k,min1k,mean512,std512,max512,min512,mean256,std256,max256,min256,mean128,std128,max128,min128,mean64,std64,max64,min64,mean32,std32,max32,min32,mean16,std16,max16,min16
0,63.17501388888892,8.689577737559295,110.714,1638.6922873675098,2916.3525519213504,0.0,93238.15784830504,183.90943715136285,422.622543960967,7.731335528897636e-10,13147.446066839711,36.3361298930716,75.23654066358867,8.164187230624881e-13,1245.2854516806617,45.02193979572619,139.90528764845575,9.147030700332723e-11,2660.6498544455426,102.01490112194925,351.20619778130674,3.919307626207208e-09,10242.870739742397,325.95373058804637,1166.663832489222,2.0616365389482215e-07,17273.1064379824,157.64710678687007,818.7944889012289,7.967783815021994e-10,41703.39916880924
