no,vel,std_aba,max_aba,mean1k,std1k,max1k,min1k,mean512,std512,max512,min512,mean256,std256,max256,min256,mean128,std128,max128,min128,mean64,std64,max64,min64,mean32,std32,max32,min32,mean16,std16,max16,min16
,28.608912777777757,7.229625163604834,118.326,1154.577281954205,2021.6410526416555,0.0,70188.3409926686,222.5640365516489,466.3874964656692,3.331202216917297e-11,14137.591653921314,62.64947943635398,161.40329675251078,4.4057181826873855e-13,5476.430328813684,18.112363946184097,51.72157281039735,4.526104022019926e-11,1673.5881907530863,14.445552586743968,41.54348277481322,2.8961072030251024e-11,872.0223987000508,44.8906238241965,174.47302268215844,9.81900771039861e-09,5532.767040513004,89.07389526987176,533.0582007897054,6.447033987568117e-10,15177.842762725244
