no,vel,std_aba,max_aba,mean1k,std1k,max1k,min1k,mean512,std512,max512,min512,mean256,std256,max256,min256,mean128,std128,max128,min128,mean64,std64,max64,min64,mean32,std32,max32,min32,mean16,std16,max16,min16
5,88.22234444444467,12.28941043127716,130.727,2867.7844876847685,4854.37296844068,0.0,105526.9963462765,317.67303305052803,755.950858267542,3.6160251831785226e-10,20080.91049496934,306.87158322685434,727.7478896586534,2.487655811257885e-09,10947.506679343269,436.7355996279967,929.2776550827334,2.0373883836537438e-08,13372.45923430808,853.233888296287,2436.5487295254843,2.3243491131339e-07,34598.93530517115,734.383411864799,1809.4895356221793,1.9893207738161253e-08,33749.83872713575,289.23905022613974,1105.4682350031667,6.0727563363854625e-09,30833.347814905705
