no,vel,std_aba,max_aba,mean1k,std1k,max1k,min1k,mean512,std512,max512,min512,mean256,std256,max256,min256,mean128,std128,max128,min128,mean64,std64,max64,min64,mean32,std32,max32,min32,mean16,std16,max16,min16
1,77.90513038674034,18.30017680219875,154.696,6760.400995506176,12403.872639709138,0.0,255557.33810056248,718.0915686688388,1688.3351724078573,5.660548262211462e-11,42176.78850783897,417.6555849854056,1077.7533357031193,1.2993298871858133e-09,18114.29082121727,559.6691073779604,2033.6476652212903,3.2439378097356515e-10,44156.760367461044,2432.1552902680332,8967.278457347014,5.67216734612259e-15,125358.70859904533,2253.5943161876685,9533.529072672376,3.9572974698715463e-07,178367.91769111037,438.71378888892036,2197.1968245579205,2.865479331508795e-08,106831.76462416553
